이벤트발생일,수분7,수분8,수분9,수분10
2023-02-16 12:00:30,23.7,4.8,18.8,15.5
2023-02-16 12:31:42,23.4,5.1,19.4,15.5
2023-02-16 13:03:29,22.5,4.8,18.7,15.3
2023-02-16 13:34:29,22.8,5.1,19.4,16
2023-02-16 14:05:30,23.2,4.8,18.7,15.6
2023-02-16 14:36:30,23.2,5.4,19.4,16
2023-02-16 15:38:29,22.9,4.6,18.6,15.2
2023-02-16 16:09:28,23.2,5.8,19.6,15.6
2023-02-16 16:40:28,23.3,5.8,19.6,15.5
2023-02-16 17:11:29,23.4,5.2,18.8,15.3
2023-02-16 17:42:29,21.5,4.1,18.2,14
2023-02-16 18:13:29,22,2.5,17.5,13.1
2023-02-16 18:44:28,22.1,1.2,16.5,12.6
2023-02-16 20:17:28,21.9,0.6,16,11.6
2023-02-16 20:48:27,19.5,0.4,15.8,11.2
2023-02-16 21:19:28,20.1,0,15.5,11.2
2023-02-16 21:50:28,20.1,0,15.5,10.9
2023-02-16 22:21:28,20.3,0.4,15.2,10.7
2023-02-16 22:52:27,20.7,0,15.2,10.8
2023-02-16 23:23:27,19.5,0,15,10.5
2023-02-16 23:54:27,20,0,15.5,10.7
2023-02-17 00:25:26,20.6,0,15,10.3
2023-02-17 00:56:40,19.4,0,15,10.8
2023-02-17 01:28:27,20.1,0.4,15.3,11.2
2023-02-17 01:59:39,21.5,0.8,16.1,10.9
2023-02-17 02:31:27,20.6,0.8,16,11.3
2023-02-17 03:02:26,21,1.1,16.1,11.3
2023-02-17 03:33:27,20.1,0.6,16.5,11.6
2023-02-17 04:04:26,20.2,0.8,16.5,11.4
2023-02-17 04:35:26,20.7,1.1,16.6,11.4
2023-02-17 05:06:25,20.4,1.2,16.6,11.4
2023-02-17 05:37:26,20.4,0.6,16.2,10.8
2023-02-17 06:08:26,20,0.6,16.1,10.8
2023-02-17 06:39:25,20,0.9,16.1,10.8
2023-02-17 07:10:25,21,0.9,16.1,11.3
2023-02-17 07:41:26,20.9,1.1,16.6,11.4
2023-02-17 08:12:25,21,1.2,17.1,11.6
2023-02-17 08:43:25,21.4,1.9,17.4,12.6
2023-02-17 09:14:37,20.7,3,17.5,12.1
2023-02-17 09:46:25,22.1,2.8,17.7,12.6
2023-02-17 10:17:25,22.1,3,17.8,12.6
2023-02-17 10:48:25,21.9,3.9,17.8,13.1
2023-02-17 12:21:24,23.6,5.6,18.9,15.2
2023-02-17 13:24:24,24.8,8.6,20.7,17.5
2023-02-17 13:55:24,24.3,7.6,20.4,16.8
2023-02-17 14:26:24,23.6,6.1,19.5,16
2023-02-17 14:57:23,23.6,5.6,18.9,15.8
2023-02-17 15:28:23,23.3,4.9,18.6,15
2023-02-17 15:59:23,23.1,4.5,18.5,14.5
2023-02-17 16:30:23,23.1,4.1,18,14.3
2023-02-17 17:01:42,20.9,4.4,17.8,14.1
2023-02-17 17:33:23,21.8,3.9,17.7,13.6
2023-02-17 18:04:23,22.6,3.9,17.7,13.3
2023-02-17 23:16:20,21,2.1,16.6,11.8
2023-02-17 23:47:21,21.5,2.3,16.6,11.8
2023-02-18 00:18:21,20.4,2.3,17.3,11.9
2023-02-18 01:20:21,20.4,3.2,17.8,12.6
2023-02-18 01:51:21,21.9,3.6,17.5,12.7
2023-02-18 02:22:20,21.4,3.6,17.8,12.9
2023-02-18 02:53:19,21.2,3.6,17.7,12.9
2023-02-18 03:24:19,21.9,3.6,17.7,12.7
2023-02-18 03:55:20,21.1,3.6,17.7,12.9
2023-02-18 04:26:20,22.6,3.9,17.8,12.7
2023-02-18 04:57:19,22,3.6,17.8,12.9
2023-02-18 05:28:20,22.7,3.6,17.5,12.7
2023-02-18 05:59:31,22,3.6,17.9,12.7
2023-02-18 06:31:18,21.8,3.9,17.5,13.3
2023-02-18 07:02:19,22.6,3.6,17.5,12.9
2023-02-18 07:33:19,20.9,4.1,17.7,13.1
2023-02-18 08:04:18,20.8,3.9,17.5,12.9
2023-02-18 08:35:18,21,4.1,17.7,13.1
2023-02-18 09:06:19,22.4,4.1,17.7,13.1
2023-02-18 09:37:18,22.6,3.9,18,13.1
2023-02-18 10:08:17,21.1,4.1,18,13.8
2023-02-18 10:39:17,22,4.1,18.3,13.8
2023-02-18 11:10:18,22.6,4.3,18.1,13.8
2023-02-18 11:41:18,22.9,4.5,18.1,14
2023-02-18 12:12:17,22.2,4.6,18.2,14.3
2023-02-18 12:43:18,22.8,4.8,18.2,14.5
2023-02-18 13:14:17,22.1,4.5,18.5,14.1
2023-02-18 13:45:16,22.9,4.6,18.6,14.1
2023-02-18 14:16:16,22.7,4.8,18.3,14.5
2023-02-18 14:47:17,23.3,4.6,18.2,14.8
2023-02-18 15:18:17,23.1,4.5,18.2,14.3
2023-02-18 15:49:16,23.2,4.6,18.5,14.5
2023-02-18 16:20:29,21.2,4.6,18.2,14.5
2023-02-18 16:52:16,21.8,4.3,18,13.8
2023-02-18 17:23:15,21.4,4.1,17.8,13.8
2023-02-18 17:54:16,22.1,4.1,18,13.6
2023-02-18 18:25:16,22.6,3.9,17.9,13.3
2023-02-18 18:56:15,22.8,4.1,18,13.1
2023-02-18 19:27:16,20.9,4.4,17.9,13.1
2023-02-18 19:58:16,21.9,4.1,17.5,13.3
2023-02-18 21:01:15,21.1,3.6,17.7,12.3
2023-02-18 21:32:15,20.8,4.1,17.8,12.9
2023-02-18 22:03:14,20.8,4.1,17.9,13.3
2023-02-18 22:34:15,21.8,3.6,17.9,12.7
2023-02-18 23:05:15,21,3.6,17.8,12.6
2023-02-18 23:36:15,22.5,4.1,17.8,13.3
2023-02-19 00:07:14,22.5,4.1,18.2,12.7
2023-02-19 00:38:14,22.5,3.9,18,13.1
2023-02-19 01:09:14,20.7,3.9,17.9,13.1
2023-02-19 01:40:13,21.5,4.2,18.2,13.1
2023-02-19 02:11:13,22.4,3.9,18,12.7
2023-02-19 02:42:14,21.2,3.6,18.1,12.7
2023-02-19 03:13:14,21.5,3.6,17.9,12.7
2023-02-19 03:44:12,21.1,4.1,18,12.7
2023-02-19 04:15:12,22,3.9,17.9,12.7
2023-02-19 04:46:13,21.9,3.9,17.9,12.9
2023-02-19 05:17:13,20.9,3.9,18,12.9
2023-02-19 05:48:12,20.6,4.1,17.9,12.6
2023-02-19 06:19:12,21.1,4.1,17.9,13.1
2023-02-19 06:50:13,21,3.9,18,13.1
2023-02-19 07:21:12,22,3.9,18.1,12.9
2023-02-19 07:52:12,21.8,4.4,18,13.1
2023-02-19 08:23:11,22.6,4.2,18.1,13.1
2023-02-19 08:54:12,22.2,4.1,18.2,13.6
2023-02-19 09:25:12,21.8,4.5,18.5,13.6
2023-02-19 09:56:12,22,4.4,18.2,13.8
2023-02-19 10:27:12,22.4,4.5,18.2,13.6
2023-02-19 10:58:11,22.7,4.6,18.3,13.8
2023-02-19 11:29:11,22.9,5.4,18.8,14.8
2023-02-19 12:00:11,23.4,6.7,19.5,16
2023-02-19 12:31:11,24.2,7.2,19.6,16.5
2023-02-19 13:02:11,24.2,7.3,19.6,16.5
2023-02-19 13:33:10,23.6,7,19.6,16.2
2023-02-19 14:04:23,24.2,7.2,19.6,16.5
2023-02-19 14:36:10,24.3,7.3,19.7,16.5
2023-02-19 15:07:10,24.2,7.3,19.6,16.2
2023-02-19 15:38:09,23.8,7,19.7,16.1
2023-02-19 16:09:09,23.7,7,19.6,16
2023-02-19 16:40:10,23.6,6.3,19,15.6
2023-02-19 17:11:10,23.3,5.1,18.5,14.8
2023-02-19 17:42:10,22.1,4.1,17.5,13.6
2023-02-19 18:13:09,22,3.2,16.8,12.3
2023-02-19 18:44:08,22.1,2.1,16.5,11.6
2023-02-19 19:15:17,21.1,1.7,16,12.1
2023-02-19 19:46:09,20.7,1.5,16.1,11.6
2023-02-19 20:17:09,20.1,1.7,15.5,11.2
2023-02-19 20:48:08,19.7,1.2,15.5,11.2
2023-02-19 21:19:08,20,0.8,14.8,10.3
2023-02-19 21:50:09,20.2,0.2,14.8,10.3
2023-02-19 22:21:20,20.3,0.4,14.1,10.3
2023-02-19 22:53:08,19.5,0.2,14.3,10.5
2023-02-19 23:24:08,19.5,0,14.5,10.5
2023-02-19 23:55:08,19.7,0,14,9.9
2023-02-20 00:26:07,18.5,0,13.8,9.9
2023-02-20 00:57:08,19,0,13.8,10.3
2023-02-20 01:28:08,19.7,0,14.1,10.1
2023-02-20 01:59:07,20,0,14,9.9
2023-02-20 02:30:14,19.4,0,13.8,9.8
2023-02-20 03:01:07,19.4,0,13.6,9.3
2023-02-20 03:32:07,18.9,0,13.8,9.9
2023-02-20 04:03:06,20.3,0,13.8,9.4
2023-02-20 04:34:07,20,0,13.6,9.4
2023-02-20 05:05:07,20,0,13.6,9.4
2023-02-20 05:36:07,19.7,0,13.6,9.6
2023-02-20 06:07:06,19.7,0,13.8,9.3
2023-02-20 06:38:07,20.4,0,13.8,9.4
2023-02-20 07:09:18,19.6,0,13.3,9.1
2023-02-20 07:41:06,19,0,13.6,9.3
2023-02-20 08:12:06,19.6,0,14.5,10.3
2023-02-20 08:43:05,20.4,0,16.2,11.3
2023-02-20 09:14:06,20.8,2.3,16.8,11.9
2023-02-20 09:45:18,21.8,4.1,17.4,12.7
2023-02-20 10:17:05,22.9,5.1,18,14
2023-02-20 10:48:06,23.3,6.1,18.6,14.8
2023-02-20 11:19:17,22.5,5.1,18.1,13.8
2023-02-20 11:51:04,23.2,6.4,18.8,15
2023-02-20 12:22:04,23.3,6.1,18.7,14.8
2023-02-20 12:53:05,23.1,5.7,18.6,14.3
2023-02-20 13:24:17,23.2,5.8,18.6,14.8
2023-02-20 13:56:04,23.1,6.1,18.7,14.8
2023-02-20 14:27:05,23.2,5.8,18.6,14.5
2023-02-20 14:58:16,22.7,5.7,18.7,14.3
2023-02-20 15:30:03,22.9,5.6,18.6,14.1
2023-02-20 16:01:03,22.2,5.2,18.2,13.8
2023-02-20 16:32:04,22.1,4.6,17.8,13.3
2023-02-20 17:03:04,22.5,4.1,17.5,12.9
2023-02-20 17:34:04,21.4,3.6,16.8,12.3
2023-02-20 18:05:03,19.6,2.3,16.1,10.9
2023-02-20 18:36:02,20.1,0.8,15.2,10.7
2023-02-20 19:07:03,19.9,0.9,15,10.5
2023-02-20 19:38:03,19,0.6,14.5,9.9
2023-02-20 20:09:03,20.4,0.4,15.2,9.6
2023-02-20 20:40:03,18.9,0.2,14.1,9.9
2023-02-20 21:11:02,20.1,0,13.8,9.3
2023-02-20 21:42:03,18.9,0,13.6,8.5
2023-02-20 22:13:02,19.6,0,13.3,8.8
2023-02-20 22:44:02,19.5,0,12.9,8.5
2023-02-20 23:15:01,19.5,0,12.9,8.5
2023-02-20 23:46:02,20,0,13.3,8.6
2023-02-21 00:17:02,19.7,0,13.8,8.6
2023-02-21 00:48:14,20.7,0,14,8.6
2023-02-21 01:20:01,20,0,13.6,8.6
2023-02-21 01:51:14,19.4,0,13.6,8.5
2023-02-21 02:23:01,20.1,0,13.1,8.4
2023-02-21 02:54:00,19,0,12.7,8
2023-02-21 03:25:01,18.7,0,12.6,8
2023-02-21 03:56:01,18.7,0,12.1,7.3
2023-02-21 04:27:01,18.6,0,11.8,7.5
2023-02-21 04:58:00,18.8,0,11.8,7
2023-02-21 05:29:06,18.7,0,11.6,6.8
2023-02-21 06:00:01,18.9,0,11.4,6.5
2023-02-21 06:31:01,18,0,11.2,6.4
2023-02-21 07:02:00,18.1,0,10.7,5.7
2023-02-21 07:33:00,17.8,0,10.7,5.7
2023-02-21 08:04:00,18.1,0,11.6,6.7
2023-02-21 08:35:12,19.9,0,13.3,8
2023-02-21 09:06:59,19.5,0.6,15,8.9
2023-02-21 09:38:00,21,2.3,16.2,10.3
2023-02-21 10:09:00,21,3.6,16.8,10.5
2023-02-21 10:40:00,21.8,4.1,17.3,11.2
2023-02-21 11:11:02,22.2,4.9,17.8,11.8
2023-02-21 11:41:59,22.6,5.8,18.1,12.6
2023-02-21 12:12:59,22.7,6.4,18.5,12.7
2023-02-21 12:43:59,22.8,6.5,18.5,12.7
2023-02-21 13:15:11,23.1,6.7,18.6,13.1
2023-02-21 13:46:59,23.2,7,19,13.6
2023-02-21 14:17:59,23.1,6.8,18.9,13.6
2023-02-21 14:48:58,22.7,6.5,18.9,13.3
2023-02-21 15:20:11,22.9,6.7,18.8,13.1
2023-02-21 15:51:58,23.2,6.8,18.7,13.3
2023-02-21 16:22:57,22.4,6.5,18.6,13.1
2023-02-21 16:53:57,21.8,6.3,18.3,12.9
2023-02-21 17:25:10,22.4,4.6,17.5,11.8
2023-02-21 17:57:10,20.6,3.2,16.5,10.7
2023-02-21 18:28:57,19.7,0.6,15,9.1
2023-02-21 18:59:57,18.3,0,13.8,8.1
2023-02-21 19:30:56,19,0,13.6,7.6
2023-02-21 20:01:56,19.9,0,13.1,8
2023-02-21 20:33:09,18.6,0,13.6,7.6
2023-02-21 21:04:56,18.9,0,13.3,7.8
2023-02-21 21:35:56,19.4,0,12.9,7.5
2023-02-21 22:07:09,18.5,0,13.1,7.5
2023-02-21 22:38:55,18.3,0,12.3,7.3
2023-02-21 23:09:56,18.7,0,12.1,7
2023-02-21 23:41:08,18.8,0,12.3,7.2
2023-02-22 00:13:08,18.7,0,12.3,6.7
2023-02-22 00:44:56,18,0,11.8,6.8
2023-02-22 01:15:55,18.3,0,11.9,7
2023-02-22 01:46:56,18.2,0,11.9,6.7
2023-02-22 02:17:56,18.3,0,11.6,6.5
2023-02-22 02:48:55,18,0,11.6,6.7
2023-02-22 03:19:55,18.6,0,11.4,6.1
2023-02-22 03:50:55,18,0,11.4,6.4
2023-02-22 04:21:55,18.1,0,11.6,6.4
2023-02-22 04:53:07,18,0,11.2,6.3
2023-02-22 05:24:55,18.3,0,11.2,5.8
2023-02-22 05:56:07,17.3,0,10.8,5.7
2023-02-22 06:27:55,17.5,0,10.8,5.4
2023-02-22 06:59:07,17.5,0,10.8,5.1
2023-02-22 07:31:07,17.9,0,10.9,5.1
2023-02-22 08:02:53,17.9,0,11.8,6.1
2023-02-22 08:33:53,18.3,0,13.1,7.2
2023-02-22 09:04:54,19.4,0.4,14.1,8.4
2023-02-22 09:36:06,20.4,1.7,15.3,8.9
2023-02-22 10:07:53,21,3.6,16.5,9.9
2023-02-22 10:38:53,21.4,4.5,17.3,10.7
2023-02-22 11:09:54,22.2,5.7,17.8,11.6
2023-02-22 11:40:54,22.8,6.7,18.3,12.6
2023-02-22 12:12:05,23.1,7.3,18.9,13.6
2023-02-22 12:43:53,23.4,8,19.6,13.8
2023-02-22 13:15:05,23.6,8.1,19.7,14.8
2023-02-22 13:46:52,23.8,8.1,19.7,15
2023-02-22 14:17:53,23.7,8.5,20.1,15.3
2023-02-22 14:48:53,23.6,7.6,19.6,14.8
2023-02-22 15:19:52,22.2,5.6,18.1,13.1
2023-02-22 15:50:51,21.5,5.1,17.9,12.6
2023-02-22 16:21:52,21.5,4.8,17.8,12.6
2023-02-22 16:52:52,22,4.1,17.1,11.8
2023-02-22 17:24:04,20.6,3.6,16.8,11.2
2023-02-22 18:27:04,19.9,2.7,16.1,10.3
2023-02-22 18:58:51,20.1,2.8,16,10.1
2023-02-22 19:29:50,21.1,2.3,16.1,9.9
2023-02-22 20:00:51,19.9,2.1,16,9.8
2023-02-22 20:32:03,19.9,2.1,15.5,9.6
2023-02-22 21:03:50,20.3,2.1,15.6,9.6
2023-02-22 21:34:51,20.1,1.9,15.6,9.6
2023-02-22 22:05:51,20.2,2.1,15.5,9.8
2023-02-22 22:36:50,19.6,1.8,15.6,9.3
2023-02-22 23:07:50,20.1,1.8,15.3,9.4
2023-02-22 23:38:49,20.9,1.8,15.6,9.3
2023-02-23 00:09:50,19.6,1.7,15.2,9.3
2023-02-23 00:41:02,20.4,1.7,15,9.3
2023-02-23 01:12:49,19.7,1.5,15.3,9.3
2023-02-23 01:43:50,20,1.5,15,9.1
2023-02-23 02:14:50,19.6,0.4,14.5,8.5
2023-02-23 02:45:49,19.4,0.6,14.5,8.6
2023-02-23 03:16:48,19.4,0.9,14.3,8.5
2023-02-23 03:47:49,20.3,0.4,14.8,8.5
2023-02-23 04:18:49,19.6,0,14,7.8
2023-02-23 04:49:48,18,0,13.1,7.3
2023-02-23 05:20:49,19.6,0,13.1,7.2
2023-02-23 05:51:49,19.4,0,12.9,6.8
2023-02-23 06:23:01,18.5,0,12.1,7.2
2023-02-23 06:54:48,18.2,0,12.3,6.8
2023-02-23 07:25:48,18.2,0,11.9,6.7
2023-02-23 07:56:47,18.2,0,13.1,8
2023-02-23 08:27:48,18.8,2.1,14.5,9.4
2023-02-23 08:58:48,20.3,3.6,16.1,10.8
2023-02-23 09:29:47,21,4.8,17.1,11.8
2023-02-23 10:01:00,21.8,5.4,17.5,12.6
2023-02-23 10:32:47,22.2,6.1,17.9,13.1
2023-02-23 11:03:46,22.8,6.5,18.1,13.3
2023-02-23 11:34:47,22.8,6.8,18.2,13.6
2023-02-23 12:36:47,23.2,7.2,18.6,13.6
2023-02-23 13:38:46,22.9,7.5,18.8,14
2023-02-23 14:09:46,23.2,7.5,18.9,14
2023-02-23 14:40:46,23.2,7.6,19,14.3
2023-02-23 15:11:46,23.2,7.5,19.4,14.5
2023-02-23 15:42:45,22.7,7.2,18.8,14.1
2023-02-23 16:44:46,22.4,4.9,17.8,12.7
2023-02-23 17:46:45,20.8,3.6,16.1,11.2
2023-02-23 18:17:44,19.9,2.5,15.8,10.1
2023-02-23 18:48:44,19.7,2.5,15.3,9.9
2023-02-23 19:19:45,19.9,2.1,15.5,9.8
2023-02-23 19:50:45,19.7,1.9,15,9.4
2023-02-23 20:21:45,20.2,1.1,14.1,9.1
2023-02-23 21:24:44,19.6,0.2,14,8.4
2023-02-23 21:55:43,18.7,0.2,13.6,8.1
2023-02-23 22:26:44,18.6,0.2,13.6,8.1
2023-02-23 22:57:44,19.7,0,13.3,8.1
2023-02-23 23:28:43,19.4,0.2,13.6,8
2023-02-23 23:59:43,19.6,0.4,13.6,8.1
2023-02-24 00:30:44,18.9,0,13.3,7.8
2023-02-24 01:01:44,19,0,13.6,8
2023-02-24 01:32:55,19,0.2,13.6,8
2023-02-24 02:04:43,18.6,0,13.3,7.8
2023-02-24 02:35:42,18.5,0,13.1,7.8
2023-02-24 03:06:43,18.3,0,13.1,7.2
2023-02-24 03:37:43,18.3,0,13.1,7.2
2023-02-24 04:08:42,18.3,0,12.9,7.3
2023-02-24 04:39:42,18.3,0,12.6,6.8
2023-02-24 05:10:43,18.7,0,13.1,7
2023-02-24 05:41:42,18.8,0,13.1,7.3
2023-02-24 06:12:41,18.8,0,12.7,7.3
2023-02-24 06:43:42,18.5,0,12.6,7
2023-02-24 07:14:42,18,0,12.7,7
2023-02-24 07:45:41,18,0,12.6,7.2
2023-02-24 08:16:42,18.2,0.4,13.6,8.1
2023-02-24 08:47:42,19.4,2.7,15.3,9.4
2023-02-24 09:18:54,20.2,4.4,16.2,10.8
2023-02-24 09:50:41,21.8,4.9,17.1,11.8
2023-02-24 10:52:41,21.9,5.6,17.5,12.3
2023-02-24 11:54:41,22.9,6.8,18.3,13.6
2023-02-24 12:25:41,23.2,7.2,18.6,14
2023-02-24 13:27:40,23.1,7.6,18.7,14.1
2023-02-24 13:58:39,22.8,7.3,18.6,14.1
2023-02-24 14:29:40,22.9,7.5,18.7,14.1
2023-02-24 15:00:40,22.9,7.3,18.7,13.8
2023-02-24 15:31:40,22.5,7.3,18.8,13.8
2023-02-24 16:02:40,22.8,7,18.6,13.6
2023-02-24 16:33:38,22.6,5.8,17.9,13.1
2023-02-24 17:04:39,22,5.4,17.5,12.6
2023-02-24 18:06:39,20,3.4,16,10.7
2023-02-24 18:37:39,19.7,1.9,15.3,9.6
2023-02-24 19:08:38,20.3,1.1,14.5,8.8
2023-02-24 19:39:38,19.5,1.2,14.5,8.8
2023-02-24 20:10:38,19.4,0.9,13.8,8.6
2023-02-24 21:12:38,18.7,0.6,13.6,8
2023-02-24 21:43:37,18.8,0,13.1,7.5
2023-02-24 22:14:37,18.1,0,13.1,7.3
2023-02-24 22:45:38,18.6,0,12.6,6.8
2023-02-24 23:16:38,18,0,12.1,6.4
2023-02-24 23:47:57,18.3,0,11.8,6.3
2023-02-25 00:19:37,18.1,0,11.3,6.1
2023-02-25 00:50:37,17.1,0,11.4,6.1
2023-02-25 01:21:36,18.2,0,11.4,5.7
2023-02-25 01:52:37,18.2,0,11.3,6.1
2023-02-25 02:23:37,17.5,0,10.9,5.7
2023-02-25 02:54:36,17.7,0,11.2,5.6
2023-02-25 03:25:36,18.1,0,10.8,5.6
2023-02-25 03:56:49,18,0,10.9,5.4
2023-02-25 04:28:36,17.8,0,10.7,5.6
2023-02-25 04:59:36,17.5,0,10.7,5.4
2023-02-25 05:30:36,17.5,0,10.5,5.2
2023-02-25 06:01:35,17.1,0,10.3,5.1
2023-02-25 06:32:35,16.6,0,10.5,5.2
2023-02-25 07:03:36,17.4,0,9.9,5.2
2023-02-25 07:34:36,16.6,0,10.3,5.2
2023-02-25 08:05:36,18.1,0,11.8,6.7
2023-02-25 08:36:35,18.5,1.2,13.6,8.5
2023-02-25 09:07:36,20.1,3.9,15.3,10.7
2023-02-25 09:38:47,20.7,4.1,16.1,10.8
2023-02-25 10:10:34,21.2,5.1,16.8,11.3
2023-02-25 10:41:35,21.8,5.4,17.1,11.6
2023-02-25 11:12:35,22.4,6.1,17.7,12.3
2023-02-25 11:43:47,22.7,6.5,17.9,12.6
2023-02-25 12:15:35,23.1,7,18.2,13.1
2023-02-25 12:46:35,23.1,7,18.2,13.1
2023-02-25 13:17:34,22.7,6.7,18.2,13.3
2023-02-25 13:48:33,22.5,7.2,18.3,13.6
2023-02-25 14:19:33,22.7,7.3,18.7,13.8
2023-02-25 14:50:34,22.1,6.3,18.1,13.3
2023-02-25 15:21:34,22,5.4,17.5,12.7
2023-02-25 15:52:46,21,5.1,17.4,12.1
2023-02-25 16:24:33,21.1,4.9,17.3,11.9
2023-02-25 16:55:33,21,4.5,17,11.3
2023-02-25 17:26:33,20.4,3.9,16,10.5
2023-02-25 17:57:33,19,2.7,15,9.6
2023-02-25 18:28:32,18.3,1.1,13.6,8.8
2023-02-25 18:59:32,18.7,0.6,13.6,8.1
2023-02-25 19:30:33,18.7,0,13.1,7.5
2023-02-25 20:01:32,18.7,0,11.9,6.8
2023-02-25 20:32:32,18.7,0,11.4,6.1
2023-02-25 21:03:31,17.8,0,10.9,5.8
2023-02-25 22:05:44,17.5,0,10.8,5.4
2023-02-25 22:37:31,17.3,0,10.7,5.6
2023-02-25 23:08:32,17.3,0,10.5,5.6
2023-02-25 23:39:32,17.5,0,10.5,5.2
2023-02-26 00:10:31,17.5,0,10.7,5.2
2023-02-26 00:41:31,17.3,0,10.3,4.8
2023-02-26 01:12:31,17,0,9.9,4.9
2023-02-26 01:43:31,17.4,0,10.5,5.1
2023-02-26 02:14:30,17.1,0,10.1,4.9
2023-02-26 02:45:30,17.4,0,9.9,4.8
2023-02-26 03:16:31,17.3,0,9.9,4.8
2023-02-26 03:47:43,17.7,0,9.8,4.9
2023-02-26 04:19:30,17.5,0,9.6,4.6
2023-02-26 04:50:31,16.8,0,9.4,4.6
2023-02-26 05:21:42,17.1,0,9.4,4.3
2023-02-26 05:53:30,17.1,0,9.3,4.3
2023-02-26 06:24:42,16.2,0,8.8,4.1
2023-02-26 06:56:29,16.1,0,8.6,4.1
2023-02-26 07:59:29,16.6,0,9.9,5.4
2023-02-26 08:30:42,18.6,0,11.9,7.5
2023-02-26 09:02:30,20,1.8,13.6,9.1
2023-02-26 09:33:42,20.3,4.1,15.3,10.5
2023-02-26 10:05:41,21.1,4.8,16.2,11.2
2023-02-26 10:37:42,21.2,5.4,17.1,11.6
2023-02-26 11:09:41,22.5,6.1,17.5,12.3
2023-02-26 11:41:42,22.6,6.5,17.9,12.6
2023-02-26 12:13:41,22.6,6.8,18.1,12.7
2023-02-26 13:17:41,22.2,7.2,18.3,13.6
2023-02-26 13:49:28,22.2,7.2,18.3,13.6
2023-02-26 14:20:28,22.6,7.3,18.6,13.6
2023-02-26 14:51:28,22.6,7.2,18.6,13.6
2023-02-26 15:22:27,22.6,6.8,18.2,13.1
2023-02-26 15:53:27,22.1,6.7,18.2,13.1
2023-02-26 16:24:28,21.8,6.1,17.8,12.6
2023-02-26 16:55:27,20.8,5.1,17.4,11.8
2023-02-26 17:26:27,20.9,4.1,16.5,10.9
2023-02-26 17:57:26,19.5,3.4,15.3,9.9
2023-02-26 18:28:26,18.5,1.2,14,8.8
2023-02-26 18:59:27,19.7,0.8,13.8,8.1
2023-02-26 19:30:27,17.8,0,13.1,7.3
2023-02-26 20:01:27,18.3,0,12.9,6.7
2023-02-26 20:32:26,18,0,11.9,6.8
2023-02-26 21:03:26,17.5,0,11.6,5.7
2023-02-26 21:34:26,18,0,11.3,6.4
2023-02-26 22:05:25,17.8,0,11.2,5.8
2023-02-26 22:36:25,17.4,0,11.2,5.8
2023-02-26 23:07:26,17.8,0,10.9,5.6
2023-02-26 23:38:38,17,0,11.2,5.4
2023-02-27 00:10:26,17.9,0,10.8,5.1
2023-02-27 00:41:38,16.6,0,10.3,5.1
2023-02-27 01:13:24,16.8,0,10.5,4.9
2023-02-27 01:44:25,18.1,0,10.1,4.6
2023-02-27 02:15:25,16.6,0,9.9,4.8
2023-02-27 02:46:24,17.9,0,10.3,5.1
2023-02-27 03:17:24,16.5,0,9.9,5.2
2023-02-27 03:48:37,17.5,0,9.9,4.8
2023-02-27 04:20:37,16.8,0,9.8,4.6
2023-02-27 04:52:25,17.4,0,9.4,4.8
2023-02-27 05:23:24,16.8,0,9.6,4.5
2023-02-27 05:54:24,16.8,0,9.4,4.3
2023-02-27 06:25:24,16.6,0,9.1,4.5
2023-02-27 06:56:24,16.1,0,9.1,4.1
2023-02-27 07:27:23,16.8,0,8.9,4.5
2023-02-27 07:58:24,17.5,0,10.3,6.1
2023-02-27 08:29:24,17.8,0.2,12.1,8
2023-02-27 09:00:36,19.6,2.7,14.1,9.1
2023-02-27 09:32:24,20.4,4.1,15.6,10.1
2023-02-27 10:03:23,20.8,5.2,16.5,10.9
2023-02-27 10:34:22,21.1,5.7,17.1,11.6
2023-02-27 11:05:23,21.9,6.5,17.7,12.6
2023-02-27 11:36:23,22.4,7.3,18.1,13.1
2023-02-27 12:07:23,22.6,7.5,18.5,14
2023-02-27 12:38:22,23.2,8,18.8,14.3
2023-02-27 13:09:23,22.9,8.1,18.9,14.8
2023-02-27 13:40:22,22.9,8,18.9,15
2023-02-27 14:11:22,23.2,8.4,19,15
2023-02-27 14:42:21,23.2,8.1,19.4,15
2023-02-27 15:13:21,23.1,8,19.4,14.5
2023-02-27 16:15:22,22.7,7,18.5,13.6
2023-02-27 16:46:34,22.1,6.5,18,13.1
2023-02-27 17:18:21,21.8,5.4,17.1,12.3
2023-02-27 17:49:21,20.9,4.5,16.6,11.2
2023-02-27 18:20:21,18.6,3,15.5,9.6
2023-02-27 18:51:21,19.9,0.9,13.8,8.5
2023-02-27 19:22:20,18.2,0,13.1,7.5
2023-02-27 19:53:21,18.2,0,12.7,7.2
2023-02-27 20:24:21,18.6,0,12.3,6.8
2023-02-27 20:55:32,17.4,0,11.6,6.4
2023-02-27 21:27:20,17.5,0,11.2,6.1
2023-02-27 21:58:20,17.5,0,10.8,5.6
2023-02-27 22:29:19,17.5,0,10.7,5.4
2023-02-27 23:00:19,17.5,0,10.8,5.2
2023-02-27 23:31:20,17.8,0,10.3,5.1
2023-02-28 00:02:20,17.3,0,10.7,5.4
2023-02-28 00:33:19,17.5,0,11.4,5.8
2023-02-28 01:04:31,18.1,0,12.3,6.5
2023-02-28 01:36:19,18,0,12.9,6.8
